"Id","Name","Image"
18,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc29/images/BCHQLAR4FT!947FO6P0IIBAO0Q4WRM6.JPG"
19,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc31/images/BE9EYWLB1HC73!AL6!GKZESGM2EQ3ZX.JPG"
20,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc32/images/BFL!VUQN052RM3A2JUJEF3ILKR0QJ3T.JPG"
21,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc44/images/BQJ5K8U_-9S6K0GW-FE9Q3YENTELU1V.JPG"
22,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc47/images/BTUHV_E1798OIG5SEEZ5TS-DF-P24FN.JPG"
23,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc62/images/CF!4EAJDKINS5DV!IRDWY_CESDYGMU!.JPG"
24,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc63/images/CG3E4A_LTZMYXDHJ90X-6!KUVKLF01O.JPG"
25,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc63/images/CGDMOF70GHY!POC-5K_J2O4IP2GIP9G.JPG"
26,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc67/images/CJU-!Y_LJS95S_CW!1G39DGE-2WVYFR.JPG"
27,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc75/images/CR9AHJIWJ5LTB55MAQD8HBZ1TCK-D62.JPG"
28,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc75/images/CRHYBQWM4B6PLUZ_K4!J9-TR7R3XBQO.JPG"
29,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc98/images/P2SUE3WRX-KYPAH-720HUNJG7G17!1.JPG"
30,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc12/images/8QRHTV2FVCAT7PIT-9VSY52HFG5MQS.JPG"
31,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc94/images/L72-ELUVX3L4MGZJX7J3RG8XE1UTKU.JPG"
32,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc13/images/B!21E903E08PQTJ2FU6-FVI-8DM8WW7.JPG"
33,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc73/images/CP5A4AA1JA4CXPZPBHCK0DXO7WF6DX8.JPG"
34,"pantoprazole_20mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc26/images/BA-1_BG2OI2VE5VVCXE3T_DP5REAM4L.JPG"
35,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc1/images/!HYDBNR5DAZ4YGER1SJZ0HIWJFC4EN.JPG"
36,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc28/images/BC1H1U39LV57AWXJSF3-T5Y0-VY48BV.JPG"
37,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc35/images/BIEA8MMKKPN6DI9TV8OH5LF6UYMEYL!.JPG"
38,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc43/images/BPZ289_9932E4NMSGGC92FSWCBIU-SM.JPG"
39,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc45/images/BS2PCUTKQ!VF4V9B13PCX!JVRAOBL!W.JPG"
40,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc51/images/BXBE6SEKTPF04!RI9WMLHURW8NZFTL5.JPG"
41,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc5/images/2-0V2H!ILAY69DF08EJ5RGN-XJUB-Z.JPG"
42,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc73/images/CPH!KQRQWM7Y65R914VSFI570RPB5!F.JPG"
43,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc74/images/CQCG6PHP5LLBJ5S4B6UOYYL85K-S_IF.JPG"
44,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc85/images/DKR_2U28UK_JJYT8K7YUBT5YWED8VH.JPG"
45,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc86/images/E9LKCRLFNMUWXU5F_8A!W999JKW_UO.JPG"
46,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc86/images/ECCXO_K1_F7FDRJCRF3CJ3DT0V07UV.JPG"
47,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc8/images/5-4DE6SBKD51MWTNTXWKQ2Y3JJ3CMO.JPG"
48,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc96/images/NQ6R3OCXAJZJZA_JZV4YINA_LWRAOL.JPG"
49,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc70/images/CME01QW!ZLEQYPCWN20Y7GNSCVMMLAF.JPG"
50,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc3/images/065P6UFAGG2FHX91E_PAEFOMRBWGJ!.JPG"
51,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc87/images/F8LKRRN2VR-0EZHW4I19BL79LWTHJT.JPG"
52,"pantoprazole_40mg_tab","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc37/images/BKG9A3VVNP3CQO1!V5!L5KLJ4UFNRRN.JPG"
53,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc108/images/YAKRNRUZZB!93HZ5P3H0B8X9749HBS.JPG"
54,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc25/images/B99P0D9G7WF!DIAYKKI7D8I8E!0XNRJ.JPG"
55,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc27/images/BAOG29_MOCV_03X1Z0RVDYZGD-RYV64.JPG"
56,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc54/images/B_N1V8YCIR-L1RY5HDTR6N497V0Y7HM.JPG"
57,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc54/images/B_V276FTCLZU20BDOQCGZ2UAPCM5V7W.JPG"
58,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc63/images/CG3-D2ELH1D6NE!XFG495AF!62333D9.JPG"
59,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc65/images/CI!8D0JK41QXN_XGFMA143-D5IFI8JO.JPG"
60,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc7/images/3WH39ZXFCIJFV-HB3_0POIIS245AUN.JPG"
61,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc83/images/CYIQM!RU85VLT8A5BG-O6GG0P!RTSLM.JPG"
62,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc96/images/NB_B-WJ0C9XGX4NER2WJS!Q0FTPB8E.JPG"
63,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc99/images/QPRGCUD!YAOXBONC9!T4RWFI52BFA5.JPG"
64,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc9/images/66IDXMQGQQ_HOH99Z!MVV6XW26O8ND.JPG"
65,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc29/images/BCLN48UFPYM4TV!Y_SLDHD6SN7JIKCH.JPG"
66,"calcium_acetate","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc86/images/EM!12NMT!-L7RV7BAI04QEN1T2DVR6.JPG"
67,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc96/images/NA0580Y!1!QRAR85SYPAZ82A0IXZW4.JPG"
68,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc71/images/CNP1CHOGWMEWF4BXA4LA0OJ-_CH2UWU.JPG"
69,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc41/images/BO-52OPVI1US1DFOB89MFHM7HBOP837.JPG"
70,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc107/images/XOH_BMYYT_KQW1C7UXN2-AADAJIPDG.JPG"
71,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc15/images/B-LH36_LGZ6TJV5MY55DCMRPL_WQUIW.JPG"
72,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc25/images/B9F3TRMHC5RC1WTFD303VI7ZTC53GK9.JPG"
73,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc32/images/BFFL-21EJ6BF4WSQ6C8CDV!C4G1FWE0.JPG"
74,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc37/images/BKH_7__0UE6_LXZT2LS-KIREU05G9B5.JPG"
75,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc44/images/BQTSUCGIRLW9K2YV-S6MVHO_XP-QLRZ.JPG"
76,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc48/images/BUVW-JWEC3D_UW-KRP7CJ9R7TJJ463Y.JPG"
77,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc4/images/0_!77UC6LXOT_VARUIBHOEBG5JWARG.JPG"
78,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc57/images/CAVGIXQ!ASH9CPPYV!DGPHS2ENJZHW_.JPG"
79,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc66/images/CI8D7KQ!B7R8PT!ASH4Y15ZD1V-YZWG.JPG"
80,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc70/images/CMY!ST4TRZ_R6EG6C16NYEVVTD37XBC.JPG"
81,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc72/images/COTA46THW!VWD_B_9NM8BB4L8W_2NHD.JPG"
82,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc77/images/CTD7QZW-_S51T23JO9_DRPRM9KJ2JYM.JPG"
83,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc87/images/FEU6QO43QCK2U3_5UOWRH33YKAW8TX.JPG"
84,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc42/images/BPADYCGEO13RERS!D2ZHA!83688O--1.JPG"
85,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc102/images/SX1RUY7J7P33DX-10-W4IFU2B5TM6T.JPG"
86,"furosemide","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc11/images/7Y5MPBDQ9WD4BZA_J!0NMSUR5W7J5I.JPG"
87,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc102/images/SO4SYRGJKD42ELQUG3Y_W!AVB!WGCD.JPG"
88,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc24/images/B7WYL17V!24YMR72I5O_RS9KZL8AYF4.JPG"
89,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc53/images/BZKRO6JH8C1JEV300I_ZJ7ZVVW8U75D.JPG"
90,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc59/images/CCPYPASN5AGKJR_0I2TSKHDFR6IXIDK.JPG"
91,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc62/images/CEW6D9TJBM2C140!7G4S0TDSXFSYMC6.JPG"
92,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc62/images/CF-3N8SGWALET2_!EE-ZVH5_NGTIGLD.JPG"
93,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc65/images/CH_3SSLET9ZO0EG2-ZBLL316TFC5ZXT.JPG"
94,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc66/images/CJ2TJCOS4MS_UMRQ357JA6E0KXYA3!L.JPG"
95,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc72/images/CO!18BNATID-TJDA_4WDTRF3MNJK!WU.JPG"
96,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc79/images/CV4RISAJ0J_Q37CP-C9!-JYCD5AQCX5.JPG"
97,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc91/images/I_R1YM4HX62!97AB9KAJMMCEXTLRMM.JPG"
98,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc92/images/JLT1RXAA7BW9FZV671YL6-LMA_HY6D.JPG"
99,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc92/images/JLX1J377YBX-XXXZWSC_77CK_WGV16.JPG"
100,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc96/images/N02ZC6P0QQT6P9BB0PFE3YP5ONK46W.JPG"
101,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc96/images/NGL6ZR5KKPGRKK4EWKDCEVYMMP_X6_.JPG"
102,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc71/images/CN0-7ER13FWJNBYR7JDK2CUCTYM0JE9.JPG"
103,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc28/images/BBUA!MU55JL58PB1J2-6N5KMP5OGBAU.JPG"
104,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc102/images/SO161MXIRVUGEDW9-TN7CXA4!4YAY.JPG"
105,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc40/images/BMXX-V--GS9R8HAF63NJL99R-98WSQO.JPG"
106,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc75/images/CR57M5LF1GSWSHYSLGX3L3FYJGU3VAD.JPG"
107,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc102/images/SX4Z9BKEOUX4HE2NY3SEECX53A0A_U.JPG"
108,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc104/images/UT73ZQYE6MH6Q-BAVC6ZR009Y4!_-R.JPG"
109,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc108/images/YE6V0W-2C_5SJHHRZFX8-UZAMG5UAH.JPG"
110,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc110/images/_ZUN770RLMVK3D6UY0ZL9WMXMC5-AY.JPG"
111,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc13/images/9ZJEPGCM0S2-9VB4CH_4B6SQR6_GJ-.JPG"
112,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc15/images/B-44M6D4H3V0RRGYPYS1SLIZSQ_YYXY.JPG"
113,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc21/images/B5L1X7GTGSABO_BBCA69INPGPM2NWI_.JPG"
114,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc28/images/BC2!8!9A0XF-66M0!4G2LA!!GJ17XI8.JPG"
115,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc43/images/BPFXSRJT4QNMGBUO2DFBI-NQXXHDHO_.JPG"
116,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc53/images/BZVLQTV2UT-2ZKRZCJG_4MRZX02N_BP.JPG"
117,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc5/images/214_RHA!XJ44P3IR4ZVTI9Y-HL83BQ.JPG"
118,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc5/images/2K4NUVAZM_BUBUQSJ_PYVTT!JV9J2B.JPG"
119,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc63/images/CFV!G6PP681D3JRKYDW4THUUU5XYOPN.JPG"
120,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc71/images/CN-JQCRIH85SBQ5V19ACJA11_X3MLX.JPG"
121,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc76/images/CS8U-DFVEZB-S6HILGH-AAG23V_0QBE.JPG"
122,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc81/images/CWE75HPUFW18OOCOXVF!QND2O3X_10Y.JPG"
123,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc92/images/JKF035IE8DKDH3H2JFXRMAQGYA_14N.JPG"
124,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc23/images/B6XPHXG9NY5F6OXPWJLFU8WNCJG6-X!.JPG"
125,"tramadol_hydrochloride_tablets","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc83/images/CYJCUJS4UGXI1TSSE86OOAIR25LO-9C.JPG"
126,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc110/images/__Q3-!_55VWB5KR-Z6K-CUKIRO83HT.JPG"
127,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc13/images/9KT-MC3V1M7YI7DVRGFLL0-V-NJ9ZI.JPG"
128,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc20/images/B4G0O21MDGTRT1KW7D!KDX!D2O5A0AR.JPG"
129,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc31/images/BEL86TYIP!!UDPUGM4C5RN27OLY!KRG.JPG"
130,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc31/images/BEO04Y2V8J6!2AB4SO537PSYIGHCL76.JPG"
131,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc33/images/BGQ5I-AJZFGS485ST_X47IUGXSYSP2F.JPG"
132,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc38/images/BLR3!W6QBT97ETA4WJHL2Z6WERGNE9K.JPG"
133,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc51/images/BXBWI2BN1J_614F_KM4RCEM9E3B15PY.JPG"
134,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc54/images/BZYJA__90_O02MPSA24K36DRAIT-9VB.JPG"
135,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc60/images/CCZ7-RA1!D5AMKH316KZG-H7JSCHVB!.JPG"
136,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc65/images/CI2WVU!KG_CMSE2B-9-!AOMURGNR661.JPG"
137,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc70/images/CMFWKBMSPQB8ICY8-EFOU6YJ7M0NQLN.JPG"
138,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc75/images/CRH_TL9UXLEOA50EBMMM7KKAO5R0-FR.JPG"
139,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc7/images/3U4QRBB7ZT_9CVO_I5Y1YBDNKYC6UF.JPG"
140,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc7/images/41S5JD6YI_5TODZ_TIJLI70TSSOCKC.JPG"
141,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc85/images/DBTZG7OR-7F_GDUIGPKHG!0N-0-ZXK.JPG"
142,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc95/images/M1H9_2R-UL1H7EZR!4DX!NC259Z5JZ.JPG"
143,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc81/images/CX2ZQQHWLCGTIGWM374M10Q5I0OWF_9.JPG"
144,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc98/images/PQQU6R44WAX63GURZVTEUZ71EVZ3WH.JPG"
145,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc57/images/CAV0-8UCT5ICE!G_4WB87XL18QCRZE8.JPG"
146,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc9/images/6HR-GWW2K!EDY28-MSVJZBNUX4AMKZ.JPG"
147,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc56/images/C0ZUJMT!GOKW3FYYT1IUXXYWTEI4SC_.JPG"
148,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc15/images/B-S5!J271NR4F-2BLC0-B-YLBLJ_CS!.JPG"
149,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc16/images/B0KGS99Z!O3Q6JH!NSJ0CMQBKKCJX28.JPG"
150,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc42/images/BP1I-1DS1LNW78-884WBI4K!XX_AZGI.JPG"
151,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc43/images/BQ1M9ZFEK3NGN3MU7Y9Z0ZWRBPWIJ3W.JPG"
152,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc45/images/BS12E9IOIWEL6O1064PAY_F1BGD7AZ.JPG"
153,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc46/images/BSHA7ZHMCT1CIPL!I_9RVR1NEA!LLRY.JPG"
154,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc49/images/BVFBN3JM9_DT50!!_LK449XCOHJD_R!.JPG"
155,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc52/images/BYAEQM0JHIEKWCA4E_VPDOBN6JFM!MD.JPG"
156,"clindamycin_hydrochloride","https://data.lhncbc.nlm.nih.gov/public/Pills/PillProjectDisc62/images/CF3EHXRRJYQT72TYGFRN9J2_BAIMYXC.JPG"
